000000 - [0]
000001 - [0]
000002 - [0]
000003 - [0]
000004 - [0]
000005 - [0]
000006 - [0]
000007 - [0]
000008 - [1, 0]
000009 - [1, 0]
000010 - [1, 0]
000011 - [1, 0]
000012 - [1, 0]
000013 - [1, 0]
000014 - [1, 0]
000015 - [1, 0]
000016 - [2, 0]
000017 - [2, 0]
000018 - [2, 0]
000019 - [2, 0]
000020 - [2, 0]
000021 - [2, 0]
000022 - [2, 0]
000023 - [2, 0]
000024 - [3, 0]
000025 - [3, 0]
000026 - [3, 0]
000027 - [3, 0]
000028 - [3, 0]
000029 - [3, 0]
000030 - [3, 0]
000031 - [3, 0]
000032 - [4, 0]
000033 - [4, 0]
000034 - [4, 0]
000035 - [4, 0]
000036 - [4, 0]
000037 - [4, 0]
000038 - [4, 0]
000039 - [4, 0]
000040 - [5, 0]
000041 - [5, 0]
000042 - [5, 0]
000043 - [5, 0]
000044 - [5, 0]
000045 - [5, 0]
000046 - [5, 0]
000047 - [5, 0]
000048 - [6, 0]
000049 - [6, 0]
000050 - [6, 0]
000051 - [6, 0]
000052 - [6, 0]
000053 - [6, 0]
000054 - [6, 0]
000055 - [6, 0]
000056 - [7, 0]
000057 - [7, 0]
000058 - [7, 0]
000059 - [7, 0]
000060 - [7, 0]
000061 - [7, 0]
000062 - [7, 0]
000063 - [7, 0]
000886 - [6, 5, 1, 0]
000887 - [6, 5, 1, 0]
000888 - [7, 5, 1, 0]
000889 - [7, 5, 1, 0]
000890 - [7, 5, 1, 0]
000891 - [7, 5, 1, 0]
000892 - [7, 5, 1, 0]
000893 - [7, 5, 1, 0]
000894 - [7, 5, 1, 0]
000895 - [7, 5, 1, 0]
000896 - [0, 6, 1, 0]
000897 - [0, 6, 1, 0]
000898 - [0, 6, 1, 0]
000899 - [0, 6, 1, 0]
000900 - [0, 6, 1, 0]
000901 - [0, 6, 1, 0]
000902 - [0, 6, 1, 0]
000903 - [0, 6, 1, 0]
000904 - [1, 6, 1, 0]
000905 - [1, 6, 1, 0]
000906 - [1, 6, 1, 0]
000907 - [1, 6, 1, 0]
000908 - [1, 6, 1, 0]
000909 - [1, 6, 1, 0]
000910 - [1, 6, 1, 0]
000911 - [1, 6, 1, 0]
000912 - [2, 6, 1, 0]
000913 - [2, 6, 1, 0]
000914 - [2, 6, 1, 0]
000915 - [2, 6, 1, 0]
000916 - [2, 6, 1, 0]
000917 - [2, 6, 1, 0]
000918 - [2, 6, 1, 0]
000919 - [2, 6, 1, 0]
000920 - [3, 6, 1, 0]
000921 - [3, 6, 1, 0]
000922 - [3, 6, 1, 0]
000923 - [3, 6, 1, 0]
000924 - [3, 6, 1, 0]
000925 - [3, 6, 1, 0]
000926 - [3, 6, 1, 0]
000927 - [3, 6, 1, 0]
000928 - [4, 6, 1, 0]
000929 - [4, 6, 1, 0]
000930 - [4, 6, 1, 0]
000931 - [4, 6, 1, 0]
000932 - [4, 6, 1, 0]
000933 - [4, 6, 1, 0]
000934 - [4, 6, 1, 0]
000935 - [4, 6, 1, 0]
000936 - [5, 6, 1, 0]
000937 - [5, 6, 1, 0]
000938 - [5, 6, 1, 0]
000939 - [5, 6, 1, 0]
000940 - [5, 6, 1, 0]
000941 - [5, 6, 1, 0]
000942 - [5, 6, 1, 0]
000943 - [5, 6, 1, 0]
000944 - [6, 6, 1, 0]
000945 - [6, 6, 1, 0]
000946 - [6, 6, 1, 0]
000947 - [6, 6, 1, 0]
000948 - [6, 6, 1, 0]
000949 - [6, 6, 1, 0]
000950 - [6, 6, 1, 0]
000951 - [6, 6, 1, 0]
000952 - [7, 6, 1, 0]
000953 - [7, 6, 1, 0]
000954 - [7, 6, 1, 0]
000955 - [7, 6, 1, 0]
000956 - [7, 6, 1, 0]
000957 - [7, 6, 1, 0]
000958 - [7, 6, 1, 0]
000959 - [7, 6, 1, 0]
000960 - [0, 7, 1, 0]
000961 - [0, 7, 1, 0]
000962 - [0, 7, 1, 0]
000963 - [0, 7, 1, 0]
000964 - [0, 7, 1, 0]
000965 - [0, 7, 1, 0]
000966 - [0, 7, 1, 0]
000967 - [0, 7, 1, 0]
000968 - [1, 7, 1, 0]
000969 - [1, 7, 1, 0]
000970 - [1, 7, 1, 0]
000971 - [1, 7, 1, 0]
000972 - [1, 7, 1, 0]
000973 - [1, 7, 1, 0]
000974 - [1, 7, 1, 0]
000975 - [1, 7, 1, 0]
000976 - [2, 7, 1, 0]
000977 - [2, 7, 1, 0]
000978 - [2, 7, 1, 0]
000979 - [2, 7, 1, 0]
000980 - [2, 7, 1, 0]
000981 - [2, 7, 1, 0]
000982 - [2, 7, 1, 0]
000983 - [2, 7, 1, 0]
000984 - [3, 7, 1, 0]
000985 - [3, 7, 1, 0]
000986 - [3, 7, 1, 0]
000987 - [3, 7, 1, 0]
000988 - [3, 7, 1, 0]
000989 - [3, 7, 1, 0]
000990 - [3, 7, 1, 0]
000991 - [3, 7, 1, 0]
000992 - [4, 7, 1, 0]
000993 - [4, 7, 1, 0]
000994 - [4, 7, 1, 0]
000995 - [4, 7, 1, 0]
000996 - [4, 7, 1, 0]
000997 - [4, 7, 1, 0]
000998 - [4, 7, 1, 0]
000999 - [4, 7, 1, 0]
001000 - [5, 7, 1, 0]
001001 - [5, 7, 1, 0]
001002 - [5, 7, 1, 0]
001003 - [5, 7, 1, 0]
001004 - [5, 7, 1, 0]
001005 - [5, 7, 1, 0]
001006 - [5, 7, 1, 0]
001007 - [5, 7, 1, 0]
001008 - [6, 7, 1, 0]
001009 - [6, 7, 1, 0]
001010 - [6, 7, 1, 0]
001011 - [6, 7, 1, 0]
001012 - [6, 7, 1, 0]
001013 - [6, 7, 1, 0]
001014 - [6, 7, 1, 0]
001015 - [6, 7, 1, 0]
001016 - [7, 7, 1, 0]
001017 - [7, 7, 1, 0]
001018 - [7, 7, 1, 0]
001019 - [7, 7, 1, 0]
001020 - [7, 7, 1, 0]
001021 - [7, 7, 1, 0]
001022 - [7, 7, 1, 0]
001023 - [7, 7, 1, 0]
001024 - [0, 0, 2, 0]
001025 - [0, 0, 2, 0]
001026 - [0, 0, 2, 0]
001027 - [0, 0, 2, 0]
001028 - [0, 0, 2, 0]
001029 - [0, 0, 2, 0]
001030 - [0, 0, 2, 0]
001031 - [0, 0, 2, 0]
001032 - [1, 0, 2, 0]
001033 - [1, 0, 2, 0]
001034 - [1, 0, 2, 0]
001035 - [1, 0, 2, 0]
001036 - [1, 0, 2, 0]
001037 - [1, 0, 2, 0]
001038 - [1, 0, 2, 0]
001039 - [1, 0, 2, 0]
001040 - [2, 0, 2, 0]
001041 - [2, 0, 2, 0]
001042 - [2, 0, 2, 0]
001043 - [2, 0, 2, 0]
001044 - [2, 0, 2, 0]
001045 - [2, 0, 2, 0]
001046 - [2, 0, 2, 0]
001047 - [2, 0, 2, 0]
001048 - [3, 0, 2, 0]
001049 - [3, 0, 2, 0]
001050 - [3, 0, 2, 0]
001051 - [3, 0, 2, 0]
001052 - [3, 0, 2, 0]
001053 - [3, 0, 2, 0]
001054 - [3, 0, 2, 0]
001055 - [3, 0, 2, 0]
001056 - [4, 0, 2, 0]
001057 - [4, 0, 2, 0]
001058 - [4, 0, 2, 0]
001059 - [4, 0, 2, 0]
001060 - [4, 0, 2, 0]
001061 - [4, 0, 2, 0]
001062 - [4, 0, 2, 0]
001063 - [4, 0, 2, 0]
001064 - [5, 0, 2, 0]
001065 - [5, 0, 2, 0]
001066 - [5, 0, 2, 0]
001067 - [5, 0, 2, 0]
001068 - [5, 0, 2, 0]
001069 - [5, 0, 2, 0]
001070 - [5, 0, 2, 0]
001071 - [5, 0, 2, 0]
001072 - [6, 0, 2, 0]
001073 - [6, 0, 2, 0]
001074 - [6, 0, 2, 0]
001075 - [6, 0, 2, 0]
001076 - [6, 0, 2, 0]
001077 - [6, 0, 2, 0]
001078 - [6, 0, 2, 0]
001079 - [6, 0, 2, 0]
001080 - [7, 0, 2, 0]
001081 - [7, 0, 2, 0]
001082 - [7, 0, 2, 0]
001083 - [7, 0, 2, 0]
001084 - [7, 0, 2, 0]
001085 - [7, 0, 2, 0]
001086 - [7, 0, 2, 0]
001087 - [7, 0, 2, 0]
001088 - [0, 1, 2, 0]
001089 - [0, 1, 2, 0]
001090 - [0, 1, 2, 0]
001091 - [0, 1, 2, 0]
001092 - [0, 1, 2, 0]
001093 - [0, 1, 2, 0]
001094 - [0, 1, 2, 0]
001095 - [0, 1, 2, 0]
001096 - [1, 1, 2, 0]
001097 - [1, 1, 2, 0]
001098 - [1, 1, 2, 0]
001099 - [1, 1, 2, 0]
001100 - [1, 1, 2, 0]
001101 - [1, 1, 2, 0]
001102 - [1, 1, 2, 0]
001103 - [1, 1, 2, 0]
001104 - [2, 1, 2, 0]
001105 - [2, 1, 2, 0]
001106 - [2, 1, 2, 0]
001107 - [2, 1, 2, 0]
001108 - [2, 1, 2, 0]
001109 - [2, 1, 2, 0]
001110 - [2, 1, 2, 0]
001111 - [2, 1, 2, 0]
001112 - [3, 1, 2, 0]
001113 - [3, 1, 2, 0]
001114 - [3, 1, 2, 0]
001115 - [3, 1, 2, 0]
001116 - [3, 1, 2, 0]
001117 - [3, 1, 2, 0]
001118 - [3, 1, 2, 0]
001119 - [3, 1, 2, 0]
001120 - [4, 1, 2, 0]
001121 - [4, 1, 2, 0]
001122 - [4, 1, 2, 0]
001123 - [4, 1, 2, 0]
001124 - [4, 1, 2, 0]
001125 - [4, 1, 2, 0]
001126 - [4, 1, 2, 0]
001127 - [4, 1, 2, 0]
001128 - [5, 1, 2, 0]
001129 - [5, 1, 2, 0]
001130 - [5, 1, 2, 0]
001131 - [5, 1, 2, 0]
001132 - [5, 1, 2, 0]
001133 - [5, 1, 2, 0]
001134 - [5, 1, 2, 0]
001135 - [5, 1, 2, 0]
001136 - [6, 1, 2, 0]
001137 - [6, 1, 2, 0]
001138 - [6, 1, 2, 0]
001139 - [6, 1, 2, 0]
001140 - [6, 1, 2, 0]
001141 - [6, 1, 2, 0]
001142 - [6, 1, 2, 0]
001143 - [6, 1, 2, 0]
001144 - [7, 1, 2, 0]
001145 - [7, 1, 2, 0]
001146 - [7, 1, 2, 0]
001147 - [7, 1, 2, 0]
001148 - [7, 1, 2, 0]
001149 - [7, 1, 2, 0]
001150 - [7, 1, 2, 0]
001151 - [7, 1, 2, 0]
001152 - [0, 2, 2, 0]
001153 - [0, 2, 2, 0]
001154 - [0, 2, 2, 0]
001155 - [0, 2, 2, 0]
001156 - [0, 2, 2, 0]
001157 - [0, 2, 2, 0]
001158 - [0, 2, 2, 0]
001159 - [0, 2, 2, 0]
001160 - [1, 2, 2, 0]
001161 - [1, 2, 2, 0]
001162 - [1, 2, 2, 0]
001163 - [1, 2, 2, 0]
001164 - [1, 2, 2, 0]
001165 - [1, 2, 2, 0]
001166 - [1, 2, 2, 0]
001167 - [1, 2, 2, 0]
001168 - [2, 2, 2, 0]
001169 - [2, 2, 2, 0]
001170 - [2, 2, 2, 0]
001171 - [2, 2, 2, 0]
001172 - [2, 2, 2, 0]
001173 - [2, 2, 2, 0]
001174 - [2, 2, 2, 0]
001175 - [2, 2, 2, 0]
001176 - [3, 2, 2, 0]
001177 - [3, 2, 2, 0]
001178 - [3, 2, 2, 0]
001179 - [3, 2, 2, 0]
001180 - [3, 2, 2, 0]
001181 - [3, 2, 2, 0]
001182 - [3, 2, 2, 0]
001183 - [3, 2, 2, 0]
001184 - [4, 2, 2, 0]
001185 - [4, 2, 2, 0]
001186 - [4, 2, 2, 0]
001187 - [4, 2, 2, 0]
001188 - [4, 2, 2, 0]
001189 - [4, 2, 2, 0]
001190 - [4, 2, 2, 0]
001191 - [4, 2, 2, 0]
001192 - [5, 2, 2, 0]
001193 - [5, 2, 2, 0]
001194 - [5, 2, 2, 0]
001195 - [5, 2, 2, 0]
001196 - [5, 2, 2, 0]
001197 - [5, 2, 2, 0]
001198 - [5, 2, 2, 0]
001199 - [5, 2, 2, 0]
001200 - [6, 2, 2, 0]
001201 - [6, 2, 2, 0]
001202 - [6, 2, 2, 0]
001203 - [6, 2, 2, 0]
001204 - [6, 2, 2, 0]
001205 - [6, 2, 2, 0]
001206 - [6, 2, 2, 0]
001207 - [6, 2, 2, 0]
001208 - [7, 2, 2, 0]
001209 - [7, 2, 2, 0]
001210 - [7, 2, 2, 0]
001211 - [7, 2, 2, 0]
001212 - [7, 2, 2, 0]
001213 - [7, 2, 2, 0]
001214 - [7, 2, 2, 0]
001215 - [7, 2, 2, 0]
001216 - [0, 3, 2, 0]
001217 - [0, 3, 2, 0]
001218 - [0, 3, 2, 0]
001219 - [0, 3, 2, 0]
001220 - [0, 3, 2, 0]
001221 - [0, 3, 2, 0]
001222 - [0, 3, 2, 0]
001223 - [0, 3, 2, 0]
001224 - [1, 3, 2, 0]
001225 - [1, 3, 2, 0]
001226 - [1, 3, 2, 0]
001227 - [1, 3, 2, 0]
001228 - [1, 3, 2, 0]
001229 - [1, 3, 2, 0]
001230 - [1, 3, 2, 0]
001231 - [1, 3, 2, 0]
001232 - [2, 3, 2, 0]
001233 - [2, 3, 2, 0]
001234 - [2, 3, 2, 0]
001235 - [2, 3, 2, 0]
001236 - [2, 3, 2, 0]
001237 - [2, 3, 2, 0]
001238 - [2, 3, 2, 0]
001239 - [2, 3, 2, 0]
001240 - [3, 3, 2, 0]
001241 - [3, 3, 2, 0]
001242 - [3, 3, 2, 0]
001243 - [3, 3, 2, 0]
001244 - [3, 3, 2, 0]
001245 - [3, 3, 2, 0]
001246 - [3, 3, 2, 0]
001247 - [3, 3, 2, 0]
001248 - [4, 3, 2, 0]
001249 - [4, 3, 2, 0]
001250 - [4, 3, 2, 0]
001251 - [4, 3, 2, 0]
001252 - [4, 3, 2, 0]
001253 - [4, 3, 2, 0]
001254 - [4, 3, 2, 0]
001255 - [4, 3, 2, 0]
001256 - [5, 3, 2, 0]
001257 - [5, 3, 2, 0]
001258 - [5, 3, 2, 0]
001259 - [5, 3, 2, 0]
001260 - [5, 3, 2, 0]
001261 - [5, 3, 2, 0]
001262 - [5, 3, 2, 0]
001263 - [5, 3, 2, 0]
001264 - [6, 3, 2, 0]
001265 - [6, 3, 2, 0]
001266 - [6, 3, 2, 0]
001267 - [6, 3, 2, 0]
001268 - [6, 3, 2, 0]
001269 - [6, 3, 2, 0]
001270 - [6, 3, 2, 0]
001271 - [6, 3, 2, 0]
001272 - [7, 3, 2, 0]
001273 - [7, 3, 2, 0]
001274 - [7, 3, 2, 0]
001275 - [7, 3, 2, 0]
001276 - [7, 3, 2, 0]
001277 - [7, 3, 2, 0]
001278 - [7, 3, 2, 0]
001279 - [7, 3, 2, 0]
001280 - [0, 4, 2, 0]
001281 - [0, 4, 2, 0]
001282 - [0, 4, 2, 0]
001283 - [0, 4, 2, 0]
001284 - [0, 4, 2, 0]
001285 - [0, 4, 2, 0]
001286 - [0, 4, 2, 0]
001287 - [0, 4, 2, 0]
001288 - [1, 4, 2, 0]
001289 - [1, 4, 2, 0]
001290 - [1, 4, 2, 0]
001291 - [1, 4, 2, 0]
001292 - [1, 4, 2, 0]
001293 - [1, 4, 2, 0]
001294 - [1, 4, 2, 0]
001295 - [1, 4, 2, 0]
001296 - [2, 4, 2, 0]
001297 - [2, 4, 2, 0]
001298 - [2, 4, 2, 0]
001299 - [2, 4, 2, 0]
001300 - [2, 4, 2, 0]
001301 - [2, 4, 2, 0]
001302 - [2, 4, 2, 0]
001303 - [2, 4, 2, 0]
001304 - [3, 4, 2, 0]
001305 - [3, 4, 2, 0]
001306 - [3, 4, 2, 0]
001307 - [3, 4, 2, 0]
001308 - [3, 4, 2, 0]
001309 - [3, 4, 2, 0]
001310 - [3, 4, 2, 0]
001311 - [3, 4, 2, 0]
001312 - [4, 4, 2, 0]
001313 - [4, 4, 2, 0]
001314 - [4, 4, 2, 0]
001315 - [4, 4, 2, 0]
001316 - [4, 4, 2, 0]
001317 - [4, 4, 2, 0]
001318 - [4, 4, 2, 0]
001319 - [4, 4, 2, 0]
001320 - [5, 4, 2, 0]
001321 - [5, 4, 2, 0]
001322 - [5, 4, 2, 0]
001323 - [5, 4, 2, 0]
001324 - [5, 4, 2, 0]
001325 - [5, 4, 2, 0]
001326 - [5, 4, 2, 0]
001327 - [5, 4, 2, 0]
001328 - [6, 4, 2, 0]
001329 - [6, 4, 2, 0]
001330 - [6, 4, 2, 0]
001331 - [6, 4, 2, 0]
001332 - [6, 4, 2, 0]
001333 - [6, 4, 2, 0]
001334 - [6, 4, 2, 0]
001335 - [6, 4, 2, 0]
001336 - [7, 4, 2, 0]
001337 - [7, 4, 2, 0]
001338 - [7, 4, 2, 0]
001339 - [7, 4, 2, 0]
001340 - [7, 4, 2, 0]
001341 - [7, 4, 2, 0]
001342 - [7, 4, 2, 0]
001343 - [7, 4, 2, 0]
001344 - [0, 5, 2, 0]
001345 - [0, 5, 2, 0]
001346 - [0, 5, 2, 0]
001347 - [0, 5, 2, 0]
001348 - [0, 5, 2, 0]
001349 - [0, 5, 2, 0]
001350 - [0, 5, 2, 0]
001351 - [0, 5, 2, 0]
001352 - [1, 5, 2, 0]
001353 - [1, 5, 2, 0]
001354 - [1, 5, 2, 0]
001355 - [1, 5, 2, 0]
001356 - [1, 5, 2, 0]
001357 - [1, 5, 2, 0]
001358 - [1, 5, 2, 0]
001359 - [1, 5, 2, 0]
001360 - [2, 5, 2, 0]
001361 - [2, 5, 2, 0]
001362 - [2, 5, 2, 0]
001363 - [2, 5, 2, 0]
001364 - [2, 5, 2, 0]
001365 - [2, 5, 2, 0]
001366 - [2, 5, 2, 0]
001367 - [2, 5, 2, 0]
001368 - [3, 5, 2, 0]
001369 - [3, 5, 2, 0]
001370 - [3, 5, 2, 0]
001371 - [3, 5, 2, 0]
001372 - [3, 5, 2, 0]
001373 - [3, 5, 2, 0]
001374 - [3, 5, 2, 0]
001375 - [3, 5, 2, 0]
001376 - [4, 5, 2, 0]
001377 - [4, 5, 2, 0]
001378 - [4, 5, 2, 0]
001379 - [4, 5, 2, 0]
001380 - [4, 5, 2, 0]
001381 - [4, 5, 2, 0]
001382 - [4, 5, 2, 0]
001383 - [4, 5, 2, 0]
001384 - [5, 5, 2, 0]
001385 - [5, 5, 2, 0]
001386 - [5, 5, 2, 0]
001387 - [5, 5, 2, 0]
001388 - [5, 5, 2, 0]
001389 - [5, 5, 2, 0]
001390 - [5, 5, 2, 0]
001391 - [5, 5, 2, 0]
001392 - [6, 5, 2, 0]
001393 - [6, 5, 2, 0]
001394 - [6, 5, 2, 0]
001395 - [6, 5, 2, 0]
001396 - [6, 5, 2, 0]
001397 - [6, 5, 2, 0]
001398 - [6, 5, 2, 0]
001399 - [6, 5, 2, 0]
001400 - [7, 5, 2, 0]
001401 - [7, 5, 2, 0]
001402 - [7, 5, 2, 0]
001403 - [7, 5, 2, 0]
001404 - [7, 5, 2, 0]
001405 - [7, 5, 2, 0]
001406 - [7, 5, 2, 0]
001407 - [7, 5, 2, 0]
001408 - [0, 6, 2, 0]
001409 - [0, 6, 2, 0]
001410 - [0, 6, 2, 0]
001411 - [0, 6, 2, 0]
001412 - [0, 6, 2, 0]
001413 - [0, 6, 2, 0]
001414 - [0, 6, 2, 0]
001415 - [0, 6, 2, 0]
001416 - [1, 6, 2, 0]
001417 - [1, 6, 2, 0]
001418 - [1, 6, 2, 0]
001419 - [1, 6, 2, 0]
001420 - [1, 6, 2, 0]
001421 - [1, 6, 2, 0]
001422 - [1, 6, 2, 0]
001423 - [1, 6, 2, 0]
001424 - [2, 6, 2, 0]
001425 - [2, 6, 2, 0]
001426 - [2, 6, 2, 0]
001427 - [2, 6, 2, 0]
001428 - [2, 6, 2, 0]
001429 - [2, 6, 2, 0]
001430 - [2, 6, 2, 0]
001431 - [2, 6, 2, 0]
001432 - [3, 6, 2, 0]
001433 - [3, 6, 2, 0]
001434 - [3, 6, 2, 0]
001435 - [3, 6, 2, 0]
001436 - [3, 6, 2, 0]
001437 - [3, 6, 2, 0]
001438 - [3, 6, 2, 0]
001439 - [3, 6, 2, 0]
001440 - [4, 6, 2, 0]
001441 - [4, 6, 2, 0]
001442 - [4, 6, 2, 0]
001443 - [4, 6, 2, 0]
001444 - [4, 6, 2, 0]
001445 - [4, 6, 2, 0]
001446 - [4, 6, 2, 0]
001447 - [4, 6, 2, 0]
001448 - [5, 6, 2, 0]
001449 - [5, 6, 2, 0]
001450 - [5, 6, 2, 0]
001451 - [5, 6, 2, 0]
001452 - [5, 6, 2, 0]
001453 - [5, 6, 2, 0]
001454 - [5, 6, 2, 0]
001455 - [5, 6, 2, 0]
001456 - [6, 6, 2, 0]
001457 - [6, 6, 2, 0]
001458 - [6, 6, 2, 0]
001459 - [6, 6, 2, 0]
001460 - [6, 6, 2, 0]
001461 - [6, 6, 2, 0]
001462 - [6, 6, 2, 0]
001463 - [6, 6, 2, 0]
001464 - [7, 6, 2, 0]
001465 - [7, 6, 2, 0]
001466 - [7, 6, 2, 0]
001467 - [7, 6, 2, 0]
001468 - [7, 6, 2, 0]
001469 - [7, 6, 2, 0]
001470 - [7, 6, 2, 0]
001471 - [7, 6, 2, 0]
001472 - [0, 7, 2, 0]
001473 - [0, 7, 2, 0]
001474 - [0, 7, 2, 0]
001475 - [0, 7, 2, 0]
001476 - [0, 7, 2, 0]
001477 - [0, 7, 2, 0]
001478 - [0, 7, 2, 0]
001479 - [0, 7, 2, 0]
001480 - [1, 7, 2, 0]
001481 - [1, 7, 2, 0]
001482 - [1, 7, 2, 0]
001483 - [1, 7, 2, 0]
001484 - [1, 7, 2, 0]
001485 - [1, 7, 2, 0]
001486 - [1, 7, 2, 0]
001487 - [1, 7, 2, 0]
001488 - [2, 7, 2, 0]
001489 - [2, 7, 2, 0]
001490 - [2, 7, 2, 0]
001491 - [2, 7, 2, 0]
001492 - [2, 7, 2, 0]
001493 - [2, 7, 2, 0]
001494 - [2, 7, 2, 0]
001495 - [2, 7, 2, 0]
001496 - [3, 7, 2, 0]
001497 - [3, 7, 2, 0]
001498 - [3, 7, 2, 0]
001499 - [3, 7, 2, 0]
001500 - [3, 7, 2, 0]
001501 - [3, 7, 2, 0]
001502 - [3, 7, 2, 0]
001503 - [3, 7, 2, 0]
001504 - [4, 7, 2, 0]
001505 - [4, 7, 2, 0]
001506 - [4, 7, 2, 0]
001507 - [4, 7, 2, 0]
001508 - [4, 7, 2, 0]
001509 - [4, 7, 2, 0]
001510 - [4, 7, 2, 0]
001511 - [4, 7, 2, 0]
001512 - [5, 7, 2, 0]
001513 - [5, 7, 2, 0]
001514 - [5, 7, 2, 0]
001515 - [5, 7, 2, 0]
001516 - [5, 7, 2, 0]
001517 - [5, 7, 2, 0]
001518 - [5, 7, 2, 0]
001519 - [5, 7, 2, 0]
001520 - [6, 7, 2, 0]
001521 - [6, 7, 2, 0]
001522 - [6, 7, 2, 0]
001523 - [6, 7, 2, 0]
001524 - [6, 7, 2, 0]
001525 - [6, 7, 2, 0]
001526 - [6, 7, 2, 0]
001527 - [6, 7, 2, 0]
001528 - [7, 7, 2, 0]
001529 - [7, 7, 2, 0]
001530 - [7, 7, 2, 0]
001531 - [7, 7, 2, 0]
001532 - [7, 7, 2, 0]
001533 - [7, 7, 2, 0]
001534 - [7, 7, 2, 0]
001535 - [7, 7, 2, 0]
001536 - [0, 0, 3, 0]
001537 - [0, 0, 3, 0]
001538 - [0, 0, 3, 0]
001539 - [0, 0, 3, 0]
001540 - [0, 0, 3, 0]
001541 - [0, 0, 3, 0]
001542 - [0, 0, 3, 0]
001543 - [0, 0, 3, 0]
001544 - [1, 0, 3, 0]
001545 - [1, 0, 3, 0]
001546 - [1, 0, 3, 0]
001547 - [1, 0, 3, 0]
001548 - [1, 0, 3, 0]
001549 - [1, 0, 3, 0]
001550 - [1, 0, 3, 0]
001551 - [1, 0, 3, 0]
001552 - [2, 0, 3, 0]
001553 - [2, 0, 3, 0]
001554 - [2, 0, 3, 0]
001555 - [2, 0, 3, 0]
001556 - [2, 0, 3, 0]
001557 - [2, 0, 3, 0]
001558 - [2, 0, 3, 0]
001559 - [2, 0, 3, 0]
001560 - [3, 0, 3, 0]
001561 - [3, 0, 3, 0]
001562 - [3, 0, 3, 0]
001563 - [3, 0, 3, 0]
001564 - [3, 0, 3, 0]
001565 - [3, 0, 3, 0]
001566 - [3, 0, 3, 0]
001567 - [3, 0, 3, 0]
001568 - [4, 0, 3, 0]
001569 - [4, 0, 3, 0]
001570 - [4, 0, 3, 0]
001571 - [4, 0, 3, 0]
001572 - [4, 0, 3, 0]
001573 - [4, 0, 3, 0]
001574 - [4, 0, 3, 0]
001575 - [4, 0, 3, 0]
001576 - [5, 0, 3, 0]
001577 - [5, 0, 3, 0]
001578 - [5, 0, 3, 0]
001579 - [5, 0, 3, 0]
001580 - [5, 0, 3, 0]
001581 - [5, 0, 3, 0]
001582 - [5, 0, 3, 0]
001583 - [5, 0, 3, 0]
001584 - [6, 0, 3, 0]
001585 - [6, 0, 3, 0]
001586 - [6, 0, 3, 0]
001587 - [6, 0, 3, 0]
001588 - [6, 0, 3, 0]
001589 - [6, 0, 3, 0]
001590 - [6, 0, 3, 0]
001591 - [6, 0, 3, 0]
001592 - [7, 0, 3, 0]
001593 - [7, 0, 3, 0]
001594 - [7, 0, 3, 0]
001595 - [7, 0, 3, 0]
001596 - [7, 0, 3, 0]
001597 - [7, 0, 3, 0]
001598 - [7, 0, 3, 0]
001599 - [7, 0, 3, 0]
001600 - [0, 1, 3, 0]
001601 - [0, 1, 3, 0]
001602 - [0, 1, 3, 0]
001603 - [0, 1, 3, 0]
001604 - [0, 1, 3, 0]
001605 - [0, 1, 3, 0]
001606 - [0, 1, 3, 0]
001607 - [0, 1, 3, 0]
001608 - [1, 1, 3, 0]
001609 - [1, 1, 3, 0]
001610 - [1, 1, 3, 0]
001611 - [1, 1, 3, 0]
001612 - [1, 1, 3, 0]
001613 - [1, 1, 3, 0]
001614 - [1, 1, 3, 0]
001615 - [1, 1, 3, 0]
001616 - [2, 1, 3, 0]
001617 - [2, 1, 3, 0]
001618 - [2, 1, 3, 0]
001619 - [2, 1, 3, 0]
001620 - [2, 1, 3, 0]
001621 - [2, 1, 3, 0]
001622 - [2, 1, 3, 0]
001623 - [2, 1, 3, 0]
001624 - [3, 1, 3, 0]
001625 - [3, 1, 3, 0]
001626 - [3, 1, 3, 0]
001627 - [3, 1, 3, 0]
001628 - [3, 1, 3, 0]
001629 - [3, 1, 3, 0]
001630 - [3, 1, 3, 0]
001631 - [3, 1, 3, 0]
001632 - [4, 1, 3, 0]
001633 - [4, 1, 3, 0]
001634 - [4, 1, 3, 0]
001635 - [4, 1, 3, 0]
001636 - [4, 1, 3, 0]
001637 - [4, 1, 3, 0]
001638 - [4, 1, 3, 0]
001639 - [4, 1, 3, 0]
001640 - [5, 1, 3, 0]
001641 - [5, 1, 3, 0]
001642 - [5, 1, 3, 0]
001643 - [5, 1, 3, 0]
001644 - [5, 1, 3, 0]
001645 - [5, 1, 3, 0]
001646 - [5, 1, 3, 0]
001647 - [5, 1, 3, 0]
001648 - [6, 1, 3, 0]
001649 - [6, 1, 3, 0]
001650 - [6, 1, 3, 0]
001651 - [6, 1, 3, 0]
001652 - [6, 1, 3, 0]
001653 - [6, 1, 3, 0]
001654 - [6, 1, 3, 0]
001655 - [6, 1, 3, 0]
001656 - [7, 1, 3, 0]
001657 - [7, 1, 3, 0]
001658 - [7, 1, 3, 0]
001659 - [7, 1, 3, 0]
001660 - [7, 1, 3, 0]
001661 - [7, 1, 3, 0]
001662 - [7, 1, 3, 0]
001663 - [7, 1, 3, 0]
001664 - [0, 2, 3, 0]
001665 - [0, 2, 3, 0]
001666 - [0, 2, 3, 0]
001667 - [0, 2, 3, 0]
001668 - [0, 2, 3, 0]
